time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,mayoral_combined_authority_code,mayoral_combined_authority_name,Provision,LevelOfLearning,SSATier1,SSATier2,NumberOfLearners,NumberOfMatchedLearners,SPDPercent,EmpPercent,SelfEmpPercent,EmpOnlyPercent,EmpAndLearnPercent,LearnPercent,LearnOnlyPercent,FEPercent,BelowL2Percent,EngMathPercent,Level2Percent,FullLevel2Percent,Level3Percent,FullLevel3Percent,Level4PlusPercent,NotAssignedPercent,HEPercent,AppPercent,AppIntermediatePercent,AppAdvancedPlusPercent,AnyLearnPercent,NotSustainedPercent,NotSustainedNBPercent,NotSustainedBenefitPercent,BenefitPercent,NoDestPercent,LearnersWithEarnings,25thPercentile,Median,75thPercentile
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Advanced Apprenticeship,Retail and Commercial Enterprise,Warehousing and distribution,650,650,93,92,2,84,8,8,1,6,c,0,c,c,0,c,1,4,0,6,3,3,14,2,2,c,c,5,370,20320,25590,30520
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Advanced Apprenticeship,Science and Mathematics,Total,180,180,95,89,0,60,29,36,6,20,0,0,c,0,0,2,11,6,15,14,c,14,42,3,2,c,0,2,70,16880,18990,23070
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Advanced Apprenticeship,Science and Mathematics,Science,180,180,95,89,0,60,29,36,6,20,0,0,c,0,0,2,11,6,15,14,c,14,42,3,2,c,0,2,70,16880,18990,23070
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Total,Total,4100,4090,92,91,2,79,12,13,1,5,c,0,0,c,0,0,3,1,6,7,0,7,19,3,2,0,0,5,1900,18660,23290,29050
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Agriculture, Horticulture and Animal Care",Total,10,10,92,92,c,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Agriculture, Horticulture and Animal Care",Agriculture,10,10,92,92,c,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Arts, Media and Publishing",Total,20,20,88,83,0,79,c,c,c,c,c,0,0,0,0,0,0,0,c,0,0,0,13,c,c,0,0,c,20,20230,23790,29810
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Arts, Media and Publishing",Media and communication,20,20,88,83,0,79,c,c,c,c,c,0,0,0,0,0,0,0,c,0,0,0,13,c,c,0,0,c,20,20230,23790,29810
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Total,3030,3030,93,92,2,81,11,12,1,5,0,0,0,c,0,0,4,1,4,7,0,7,18,3,2,0,0,4,1490,18500,22740,28250
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Accounting and finance,940,940,94,93,2,87,6,7,1,1,0,0,0,0,0,0,0,1,2,4,0,4,12,2,2,1,0,4,530,18570,22180,26900
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Administration,1070,1070,92,91,1,81,10,11,1,6,0,0,c,c,0,c,4,0,3,7,c,7,17,2,1,1,0,5,470,17930,21460,26340
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Business management,930,930,94,93,2,75,18,19,0,9,0,0,0,0,c,0,7,1,7,10,1,10,26,4,3,c,c,3,450,19760,25600,31480
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Law and legal services,10,10,100,100,0,50,50,50,0,0,0,0,0,0,0,0,0,0,50,c,0,c,67,0,0,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Business, Administration, Finance and Law",Marketing and sales,90,90,94,89,c,86,c,8,6,0,0,0,0,0,0,0,0,0,8,0,0,0,11,6,6,0,0,0,30,19140,28540,39630
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Construction, Planning and the Built Environment",Total,10,10,88,88,0,50,38,38,0,c,0,0,0,0,0,0,c,0,c,c,0,c,38,c,c,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Construction, Planning and the Built Environment",Building and construction,10,10,88,88,0,50,38,38,0,c,0,0,0,0,0,0,c,0,c,c,0,c,38,c,c,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Education and Training,Total,10,10,86,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Education and Training,Direct learning support,10,10,86,86,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,0,0,0,0,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Engineering and Manufacturing Technologies,Total,160,160,97,94,c,65,29,32,3,5,0,0,0,0,0,0,0,5,26,3,0,3,39,c,c,0,0,2,60,27000,31390,34020
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Engineering and Manufacturing Technologies,Manufacturing technologies,160,160,97,94,c,65,29,32,3,5,0,0,0,0,0,0,0,5,26,3,0,3,39,c,c,0,0,2,60,27000,31390,34020
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Health, Public Services and Care",Total,80,80,96,96,0,91,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,c,c,0,0,c,20,26550,30120,37940
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,"Health, Public Services and Care",Public services,80,80,96,96,0,91,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,c,c,0,0,c,20,26550,30120,37940
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Information and Communication Technology (ICT),Total,610,610,87,86,1,72,13,14,1,3,0,0,0,0,0,0,2,c,10,9,c,9,21,2,2,c,0,9,230,18020,23470,28950
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Information and Communication Technology (ICT),ICT practitioners,610,610,87,86,1,72,13,14,1,3,0,0,0,0,0,0,2,c,10,9,c,9,21,2,2,c,0,9,230,18020,23470,28950
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Retail and Commercial Enterprise,Total,160,160,94,93,2,88,5,6,c,4,0,0,c,0,0,0,4,0,c,3,0,3,11,3,c,c,0,4,80,21840,26250,37540
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Retail and Commercial Enterprise,Hospitality and catering,150,150,93,93,2,89,4,5,c,3,0,0,c,0,0,0,3,0,c,2,0,2,11,3,c,c,0,4,70,21280,26180,36430
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Retail and Commercial Enterprise,Retailing and wholesaling,10,10,100,100,0,88,c,c,0,c,0,0,0,0,0,0,c,0,0,c,0,c,c,0,0,0,0,0,10,26010,29420,38840
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Retail and Commercial Enterprise,Service enterprises,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Science and Mathematics,Total,10,10,100,92,0,38,54,62,c,0,0,0,0,0,0,0,0,0,54,c,0,c,77,0,0,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 4) Apprenticeship,Science and Mathematics,Science,10,10,100,92,0,38,54,62,c,0,0,0,0,0,0,0,0,0,54,c,0,c,77,0,0,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Total,Total,6970,6950,92,91,2,86,6,6,1,3,0,0,1,0,0,0,0,0,3,1,0,1,19,4,3,1,0,4,3350,19940,26270,33920
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Business, Administration, Finance and Law",Total,2090,2080,92,91,3,86,5,6,1,3,0,c,1,c,0,c,1,1,2,2,0,1,15,3,2,1,c,5,1040,21420,29520,37080
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Business, Administration, Finance and Law",Business management,2090,2080,92,91,3,86,5,6,1,3,0,c,1,c,0,c,1,1,2,2,0,1,15,3,2,1,c,5,1040,21420,29520,37080
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Construction, Planning and the Built Environment",Total,80,80,95,87,4,49,37,46,8,0,0,0,0,0,0,0,0,0,46,0,0,0,52,4,4,0,0,c,10,27580,31690,40780
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Construction, Planning and the Built Environment",Building and construction,80,80,95,87,4,49,37,46,8,0,0,0,0,0,0,0,0,0,46,0,0,0,52,4,4,0,0,c,10,27580,31690,40780
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Engineering and Manufacturing Technologies,Total,30,30,89,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,c,c,c,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Engineering and Manufacturing Technologies,Manufacturing technologies,30,30,89,89,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,c,c,c,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Health, Public Services and Care",Total,4750,4730,92,91,2,86,5,6,1,3,0,0,1,c,0,0,0,0,3,1,0,1,20,4,3,1,0,3,2300,19520,25130,32180
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,"Health, Public Services and Care",Health and social care,4750,4730,92,91,2,86,5,6,1,3,0,0,1,c,0,0,0,0,3,1,0,1,20,4,3,1,0,3,2300,19520,25130,32180
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Information and Communication Technology (ICT),Total,10,10,91,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Information and Communication Technology (ICT),ICT practitioners,10,10,91,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c,c,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Retail and Commercial Enterprise,Total,10,10,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Retail and Commercial Enterprise,Warehousing and distribution,10,10,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Science and Mathematics,Total,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Higher (Level 5) Apprenticeship,Science and Mathematics,Science,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Total,Total,161260,161010,90,88,4,67,21,23,2,18,0,0,0,0,0,1,1,15,1,19,2,17,33,6,4,2,1,3,87090,12230,16290,20850
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Agriculture, Horticulture and Animal Care",Total,3290,3290,85,81,6,61,20,24,4,19,0,0,0,0,0,1,0,17,1,20,2,18,32,9,7,2,1,6,1650,11680,15610,19280
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Agriculture, Horticulture and Animal Care",Agriculture,690,690,87,81,11,56,25,31,5,26,0,c,0,c,c,c,1,25,c,29,1,28,38,7,6,1,0,6,370,13890,17520,22040
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Agriculture, Horticulture and Animal Care",Animal care and veterinary science,1160,1160,82,76,4,53,22,29,6,23,0,0,0,0,0,2,c,19,1,24,4,20,38,11,8,2,1,6,570,9210,13020,17160
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Agriculture, Horticulture and Animal Care",Environmental conservation,80,80,86,80,5,62,18,24,5,16,0,0,c,0,c,c,0,11,7,12,4,8,30,11,8,c,0,4,40,9780,12230,15350
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Agriculture, Horticulture and Animal Care",Horticulture and forestry,1370,1370,86,84,6,70,14,16,2,13,0,c,0,c,0,1,0,12,1,13,2,12,24,9,6,2,1,5,670,13930,16320,19240
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Arts, Media and Publishing",Total,170,170,88,86,8,65,21,22,2,13,0,0,0,0,0,c,c,12,7,14,2,12,33,10,4,5,c,2,90,10310,14230,19620
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Arts, Media and Publishing","Crafts, creative arts and design",160,160,87,86,8,65,20,21,c,13,0,0,0,0,0,c,c,12,5,14,c,13,32,11,4,6,c,2,90,10070,14090,19560
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Arts, Media and Publishing",Performing arts,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Arts, Media and Publishing",Publishing and information services,10,10,100,88,0,50,38,50,c,c,0,0,0,0,0,0,0,c,38,c,c,0,50,0,0,0,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Total,44400,44330,91,89,1,70,19,21,2,15,0,0,0,0,0,1,2,11,2,16,2,14,31,6,4,2,1,3,25520,13200,16410,20390
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Accounting and finance,3380,3380,95,92,1,50,42,45,3,37,c,0,c,0,c,2,17,18,1,38,0,38,58,4,3,1,0,1,2460,13370,16390,19650
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Administration,29400,29360,90,88,1,69,19,21,2,15,0,0,0,0,0,1,1,12,2,16,2,14,31,7,4,2,1,3,16950,12600,15640,18780
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Business management,10930,10900,93,92,2,80,12,13,1,9,0,0,0,0,0,0,1,7,1,10,1,9,23,4,3,1,0,3,5710,15730,19790,25740
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Law and legal services,10,10,69,69,0,31,38,38,0,c,0,0,0,0,0,0,0,c,23,c,0,c,54,31,23,c,0,0,,c,c,c
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Business, Administration, Finance and Law",Marketing and sales,680,680,90,88,2,73,15,17,2,11,0,0,c,1,1,c,c,9,2,13,3,10,24,7,6,1,c,3,410,15260,18950,23950
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Construction, Planning and the Built Environment",Total,9120,9110,88,86,26,63,23,26,3,21,0,0,0,0,0,0,0,20,0,24,2,22,35,7,5,2,1,5,3160,14380,18690,24250
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Construction, Planning and the Built Environment",Building and construction,9120,9110,88,86,26,63,23,26,3,21,0,0,0,0,0,0,0,20,0,24,2,22,35,7,5,2,1,5,3160,14380,18690,24250
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Education and Training,Total,1730,1730,92,88,1,52,35,40,5,28,c,c,1,c,1,2,1,24,6,28,1,27,54,5,3,1,1,3,1050,8720,10820,13360
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Education and Training,Direct learning support,1730,1730,92,88,1,52,35,40,5,28,c,c,1,c,1,2,1,24,6,28,1,27,54,5,3,1,1,3,1050,8720,10820,13360
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Engineering and Manufacturing Technologies,Total,27590,27560,92,89,3,62,27,30,2,26,0,0,0,0,0,0,1,24,0,28,2,25,36,5,3,1,0,3,15210,15530,20070,26540
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Engineering and Manufacturing Technologies,Engineering,3420,3420,87,79,9,39,41,48,8,45,c,0,c,0,0,0,0,44,0,47,7,40,52,4,3,1,0,9,1590,14650,19980,27220
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Engineering and Manufacturing Technologies,Manufacturing technologies,16680,16660,93,92,3,72,19,21,1,18,0,0,0,0,0,0,1,16,1,18,2,16,26,4,3,1,0,3,9590,16840,21080,28390
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Engineering and Manufacturing Technologies,Transportation operations and maintenance,7500,7490,92,89,3,51,38,41,3,34,c,c,0,c,0,0,0,33,0,40,1,39,51,6,4,2,0,2,4040,13680,17400,21640
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Health, Public Services and Care",Total,34400,34340,92,89,1,66,23,25,2,19,0,0,1,0,0,1,0,17,1,21,1,20,38,6,3,2,1,2,18680,10590,14600,19010
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Health, Public Services and Care",Child development and well being,6880,6880,90,85,1,41,44,48,4,39,c,0,0,0,0,2,0,36,1,43,1,42,62,8,4,3,2,2,3940,8250,11020,13570
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Health, Public Services and Care",Health and social care,24140,24090,92,90,2,70,19,21,2,16,0,0,1,0,0,1,0,13,1,16,0,16,35,6,3,2,1,2,12730,11150,14940,18430
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Health, Public Services and Care","Nursing, and subjects and vocations allied to medicine",10,10,100,100,c,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,:,:,:
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Health, Public Services and Care",Public services,3370,3360,95,95,1,87,8,9,0,6,0,0,0,0,c,0,c,5,0,8,4,4,15,3,2,1,0,1,2010,20030,20880,22980
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Information and Communication Technology (ICT),Total,2350,2350,92,90,1,74,15,17,2,12,0,0,0,c,0,1,1,10,1,14,1,13,25,5,3,1,0,4,1350,15890,20120,22110
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Information and Communication Technology (ICT),ICT for users,1000,1000,89,86,1,70,16,19,2,14,0,1,1,c,c,0,1,11,1,15,2,13,28,5,3,2,1,6,510,14100,18130,23540
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Information and Communication Technology (ICT),ICT practitioners,1350,1350,94,92,1,78,14,16,2,11,0,0,0,0,c,1,0,10,2,13,1,12,22,4,3,1,0,2,840,17270,20400,21760
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Leisure, Travel and Tourism",Total,4020,4020,89,85,5,61,24,27,3,19,0,c,0,0,0,2,0,16,3,20,3,17,45,8,5,2,1,3,2260,9650,13730,17200
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Leisure, Travel and Tourism","Sport, leisure and recreation",3760,3760,88,85,6,60,24,28,4,20,0,c,0,0,0,2,0,17,4,21,3,17,43,9,5,3,1,3,2040,9300,13440,17440
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,"Leisure, Travel and Tourism",Travel and tourism,260,260,95,93,c,79,15,16,1,10,0,0,0,0,0,1,0,9,c,15,c,14,75,5,4,1,0,c,220,12540,14230,15350
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Retail and Commercial Enterprise,Total,34160,34090,88,86,3,71,15,17,2,13,0,0,0,0,0,1,0,11,1,15,3,12,27,8,5,2,1,4,18100,10920,15230,20040
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Retail and Commercial Enterprise,Hospitality and catering,12420,12400,89,86,2,73,13,15,2,10,0,0,0,0,0,1,0,8,2,11,3,8,26,8,6,2,1,3,6690,10610,14640,18180
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Retail and Commercial Enterprise,Retailing and wholesaling,4020,4010,91,90,1,78,11,13,1,9,c,0,1,0,0,1,0,7,1,9,2,7,21,6,3,2,1,3,2280,10220,13830,16900
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Retail and Commercial Enterprise,Service enterprises,9830,9800,86,81,6,56,25,30,5,25,c,0,0,0,0,1,0,22,0,27,3,24,41,10,6,2,2,4,4550,8660,11750,15810
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Retail and Commercial Enterprise,Warehousing and distribution,7890,7870,90,89,3,82,7,8,1,6,0,0,0,0,c,0,0,5,0,7,4,4,16,5,3,1,0,5,4580,17340,21160,28650
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Science and Mathematics,Total,30,30,100,92,0,72,20,28,c,16,0,0,0,0,0,c,0,c,c,12,0,12,28,0,0,0,0,0,20,13190,14490,17910
201617,Academic year,National,E92000001,England,,,,,Apprenticeship,Intermediate Apprenticeship,Science and Mathematics,Science,30,30,100,92,0,72,20,28,c,16,0,0,0,0,0,c,0,c,c,12,0,12,28,0,0,0,0,0,20,13190,14490,17910
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,Total,Total,723290,713040,71,58,6,46,12,25,12,20,2,8,3,1,1,3,1,2,4,2,1,1,46,22,6,10,7,7,20300,8570,13220,19020
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care",Total,10760,10630,74,64,12,50,13,24,11,20,2,1,4,2,3,5,2,2,3,1,1,1,40,16,7,5,4,10,430,12970,18120,22190
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care",Agriculture,1510,1470,77,68,11,56,12,22,9,13,1,1,2,3,0,3,1,2,3,2,1,1,37,13,7,3,3,9,10,10490,17250,23670
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care","Agriculture, Horticulture and Animal Care",60,60,94,58,8,16,42,78,36,36,0,c,0,0,c,c,22,9,42,c,c,0,81,c,c,0,0,c,,:,:,:
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care",Animal care and veterinary science,3190,3180,80,67,9,50,17,29,12,24,1,1,1,1,6,8,3,3,5,2,1,2,41,13,5,4,4,7,280,12140,17070,20790
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care",Environmental conservation,560,540,43,37,3,35,2,8,6,7,0,1,1,1,0,4,c,1,c,1,1,0,35,42,10,17,14,15,60,18640,22300,29340
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Agriculture, Horticulture and Animal Care",Horticulture and forestry,5430,5380,73,63,16,51,12,22,10,21,3,1,6,2,3,4,1,1,1,1,1,0,39,15,7,4,4,11,80,14220,19370,23170
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Arts, Media and Publishing",Total,20440,20160,76,52,6,35,18,41,24,23,7,1,3,1,1,6,3,1,15,1,0,0,59,14,8,3,3,10,80,8790,12920,20820
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Arts, Media and Publishing","Crafts, creative arts and design",13460,13270,76,53,7,36,17,39,22,22,7,1,3,1,2,4,2,1,13,1,0,0,58,14,8,3,3,10,50,10020,15770,23300
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Arts, Media and Publishing",Media and communication,2870,2840,80,45,3,26,19,54,34,28,2,1,5,1,1,12,5,2,25,1,0,1,63,12,5,4,2,8,10,6520,11270,15670
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Arts, Media and Publishing",Performing arts,4030,3970,77,54,5,37,18,41,23,25,8,1,1,1,0,8,4,1,13,1,0,1,60,14,9,3,2,9,10,6900,11600,12810
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Arts, Media and Publishing",Publishing and information services,80,80,65,63,c,56,7,9,c,c,0,0,c,0,0,0,0,0,8,0,0,0,29,31,11,13,7,c,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Total,69490,69080,75,69,5,58,11,16,5,12,0,1,2,1,0,4,2,2,4,2,1,1,38,20,4,9,7,5,2870,9360,15290,20510
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Accounting and finance,10870,10820,84,75,7,47,28,36,9,34,0,1,2,3,1,21,5,2,1,3,0,2,52,12,4,5,3,4,870,13480,18050,22290
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Administration,26220,26120,60,55,4,50,5,9,4,7,1,1,2,0,0,1,0,2,2,2,1,1,34,34,5,17,12,6,640,8700,13760,18900
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Business management,31140,30900,85,80,6,70,10,15,5,8,0,1,2,0,0,1,2,2,6,2,1,1,36,11,4,4,3,5,1350,9260,13340,19730
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Law and legal services,610,600,88,64,3,40,24,48,24,7,0,0,1,c,0,3,0,1,41,1,c,1,64,7,4,2,1,5,,c,c,c
201617,Academic year,National,E92000001,England,,,,,FE & Skills,Total,"Business, Administration, Finance and Law",Marketing and sales,650,650,70,64,2,58,7,11,5,6,1,1,1,c,c,0,c,2,3,2,1,1,39,29,4,18,6,2,10,5690,8490,15990
